,Player,All_NBA,All.Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes.Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes.per.Game,Points.per.Game,TRB.per.game,Assits.per.Game,Win.Share,WS_per_game,BPM,VORP,Executive,Tenure,Exec_ID,Exec_draft_exp,attend_college,first_year,second_year,third_year,fourth_year,fifth_year
3225,Robert Worthy,0,0,1986,135,HOU,Myers University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,131,11,1,0,0,0,0,0
3226,Rick Olson,0,0,1986,158,HOU,University of Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,131,11,1,0,0,0,0,0
3227,Doug Lee,0,0,1987,35,HOU,Purdue University,3,73,415,168,42,32,0.412,0.31,0.7,5.7,2.3,0.6,0.4,0.7,0.086,-2.9,-0.1,Ray Patterson,6417 days 00:00:00.000000000,131,12,1,0,0,0,0,0
3228,Joe Niego,0,0,1987,82,HOU,Lewis University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,131,12,1,0,0,0,0,0
3229,Andre LaFleur,0,0,1987,104,HOU,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,131,12,1,0,0,0,0,0
3230,Fred Jenkins,0,0,1987,129,HOU,University of Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,131,12,1,0,0,0,0,0
3231,Clarence Grier,0,0,1987,151,HOU,Campbell University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Patterson,6417 days 00:00:00.000000000,131,12,1,0,0,0,0,0
3232,Derrick Chievous,0,0,1988,16,HOU,University of Missouri,3,154,2240,1086,364,110,0.443,0.242,0.755,14.5,7.1,2.4,0.7,2.7,0.057,-4,-1.1,Ray Patterson,6417 days 00:00:00.000000000,131,13,1,0,0,0,0,0
3233,Norm Cook,0,0,1976,16,BOS,University of Kansas,2,27,148,65,30,6,0.373,0,0.529,5.5,2.4,1.1,0.2,-0.1,-0.018,-6.5,-0.2,Red Auerbach,12493 days 00:00:00.000000000,132,1,1,0,0,0,0,0
3234,Jerry Fort,0,0,1976,51,BOS,University of Nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,1,1,0,0,0,0,0
3235,Lewis Linder,0,0,1976,67,BOS,Kentucky State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,1,1,0,0,0,0,0
3236,Louis McKinney,0,0,1976,85,BOS,Saint Louis University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,1,1,0,0,0,0,0
3237,Art Collins,0,0,1976,103,BOS,St. Thomas University,1,29,395,94,41,25,0.354,0,0.667,13.6,3.2,1.4,0.9,-0.4,-0.054,-6.3,-0.4,Red Auerbach,12493 days 00:00:00.000000000,132,1,1,0,0,0,0,0
3238,John Clark,0,0,1976,139,BOS,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,1,1,0,0,0,0,0
3239,Bill Collins,0,0,1976,156,BOS,Boston College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,1,1,0,0,0,0,0
3240,Otho Tucker,0,0,1976,172,BOS,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,1,1,0,0,0,0,0
3241,Cedric Maxwell,0,0,1977,12,BOS,University of North Carolina at Charlotte,11,835,23769,10465,5261,1862,0.546,0.053,0.784,28.5,12.5,6.3,2.2,78.5,0.159,2.8,28.8,Red Auerbach,12493 days 00:00:00.000000000,132,2,1,0,0,0,0,0
3242,Skip Brown,0,0,1977,56,BOS,Wake Forest University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,2,1,0,0,0,0,0
3243,Jeff Cummings,0,0,1977,78,BOS,Tulane University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,2,1,0,0,0,0,0
3244,Bill Langloh,0,0,1977,100,BOS,University of Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,2,1,0,0,0,0,0
3245,Roy Pace,0,0,1977,122,BOS,Rutgers University-Camden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,2,1,0,0,0,0,0
3246,Dave Kyle,0,0,1977,142,BOS,Cleveland State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,2,1,0,0,0,0,0
3247,Tom Harris,0,0,1977,161,BOS,Bowling Green State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,2,1,0,0,0,0,0
3248,Larry Bird,10,12,1978,6,BOS,Indiana State University,13,897,34443,21791,8974,5695,0.496,0.376,0.886,38.4,24.3,10,6.3,145.8,0.203,7.2,79.7,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3249,Freeman Williams,0,0,1978,8,BOS,Portland State University,6,323,6606,4738,510,516,0.467,0.331,0.824,20.5,14.7,1.6,1.6,10,0.072,-3.2,-2.1,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3250,Jeff Judkins,0,0,1978,30,BOS,University of Utah,5,272,3421,1482,427,282,0.478,0.315,0.812,12.6,5.4,1.6,1,6.3,0.088,-1.9,0.1,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3251,Dana Skinner,0,0,1978,50,BOS,Merrimack College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3252,Dave Nelson,0,0,1978,72,BOS,Bloomfield College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3253,Greg Tynes,0,0,1978,94,BOS,Seton Hall University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3254,Dave Winey,0,0,1978,116,BOS,University of Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3255,Steve Balkun,0,0,1978,137,BOS,Fairfield University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3256,Kim Fisher,0,0,1978,156,BOS,Fairfield University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3257,Les Anderson,0,0,1978,173,BOS,George Washington University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3258,Walter Harrigan,0,0,1978,188,BOS,Brandeis University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,3,1,0,0,0,0,0
3259,Marvin Delph,0,0,1979,110,BOS,University of Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,4,1,0,0,0,0,0
3260,Wayne Kreklow,0,0,1979,53,BOS,Drake University,1,25,100,30,12,9,0.234,0.25,0.7,4,1.2,0.5,0.4,-0.3,-0.167,-13,-0.3,Red Auerbach,12493 days 00:00:00.000000000,132,4,1,0,0,0,0,0
3261,Ernesto Malcolm,0,0,1979,61,BOS,Briar Cliff University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,4,1,0,0,0,0,0
3262,Nick Galis,0,0,1979,68,BOS,Seton Hall University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,4,1,0,0,0,0,0
3263,Jimmy Allen,0,0,1979,90,BOS,University of New Haven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,4,1,0,0,0,0,0
3264,Steve Castellan,0,0,1979,130,BOS,University of Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,4,1,0,0,0,0,0
3265,Glenn Sudhop,0,0,1979,149,BOS,North Carolina State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,4,1,0,0,0,0,0
3266,Kevin Sinnett,0,0,1979,168,BOS,United States Naval Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,4,1,0,0,0,0,0
3267,Alton Byrd,0,0,1979,186,BOS,Columbia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,4,1,0,0,0,0,0
3268,Kevin McHale,1,7,1980,3,BOS,University of Minnesota,13,971,30118,17335,7122,1670,0.554,0.261,0.798,31,17.9,7.3,1.7,113,0.18,2.5,33.9,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3269,Arnette Hallman,0,0,1980,46,BOS,Purdue University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3270,Ron Perry,0,0,1980,54,BOS,College of the Holy Cross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3271,Donald Newman,0,0,1980,69,BOS,University of Idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3272,Kevin Hamilton,0,0,1980,92,BOS,Iona College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3273,Rufus Harris,0,0,1980,115,BOS,University of Maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3274,Kenny Evans,0,0,1980,138,BOS,Norfolk State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3275,Les Hanson,0,0,1980,160,BOS,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3276,Steve Wright,0,0,1980,179,BOS,Boston University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3277,Brian Jung,0,0,1980,199,BOS,Northwestern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3278,John Nolan,0,0,1980,214,BOS,Providence College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,5,1,0,0,0,0,0
3279,John Johnson,0,0,1981,69,BOS,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3280,Charles Bradley,0,0,1981,23,BOS,University of Wyoming,3,110,910,347,119,55,0.416,0,0.585,8.3,3.2,1.1,0.5,0.3,0.016,-4.1,-0.5,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3281,Tracy Jackson,0,0,1981,25,BOS,University of Notre Dame,3,129,1797,694,243,132,0.463,0.154,0.749,13.9,5.4,1.9,1,2.4,0.064,-2.2,-0.1,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3282,Danny Ainge,0,0,1981,31,BOS,Brigham Young University,14,1042,27755,11964,2768,4199,0.469,0.378,0.846,26.6,11.5,2.7,4,71.5,0.124,1.3,23,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3283,Stanley Williams,0,0,1981,91,BOS,La Salle University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3284,Glen Grunwald,0,0,1981,115,BOS,Indiana University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3285,Steve Waite,0,0,1981,137,BOS,University of Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3286,Tom Seaman,0,0,1981,161,BOS,College of the Holy Cross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3287,George Morrow,0,0,1981,182,BOS,Creighton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3288,Greg McCray,0,0,1981,203,BOS,Virginia Commonwealth University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3289,Ken Matthews,0,0,1981,222,BOS,North Carolina State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,6,1,0,0,0,0,0
3290,Darren Tillis,0,0,1982,23,BOS,Cleveland State University,2,124,1256,425,314,42,0.423,0,0.626,10.1,3.4,2.5,0.3,0.9,0.036,-4.7,-0.8,Red Auerbach,12493 days 00:00:00.000000000,132,7,1,0,0,0,0,0
3291,Tony Guy,0,0,1982,46,BOS,University of Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,7,1,0,0,0,0,0
3292,Perry Moss,0,0,1982,69,BOS,Northeastern University,2,136,1710,536,210,198,0.415,0.174,0.722,12.6,3.9,1.5,1.5,0.9,0.025,-2.6,-0.3,Red Auerbach,12493 days 00:00:00.000000000,132,7,1,0,0,0,0,0
3293,Greg Stewart,0,0,1982,92,BOS,University of Tulsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,7,1,0,0,0,0,0
3294,William Brown,0,0,1982,115,BOS,Saint Peter's College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,7,1,0,0,0,0,0
3295,John Schweitz,0,0,1982,138,BOS,University of Richmond,2,22,117,57,22,18,0.333,0,0.7,5.3,2.6,1,0.8,-0.5,-0.207,-10.9,-0.3,Red Auerbach,12493 days 00:00:00.000000000,132,7,1,0,0,0,0,0
3296,Phil Collins,0,0,1982,161,BOS,West Virginia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,7,1,0,0,0,0,0
3297,Ed Spriggs,0,0,1982,184,BOS,Georgetown University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,7,1,0,0,0,0,0
3298,Panayoti Giannakis,0,0,1982,205,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,7,0,0,0,0,0,0
3299,Landon Turner,0,0,1982,225,BOS,Indiana University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,7,1,0,0,0,0,0
3300,Greg Kite,0,0,1983,21,BOS,Brigham Young University,12,680,10080,1717,2607,345,0.438,0.167,0.486,14.8,2.5,3.8,0.5,5.6,0.027,-3.1,-2.8,Red Auerbach,12493 days 00:00:00.000000000,132,8,1,0,0,0,0,0
3301,Winfred King,0,0,1983,52,BOS,East Tennessee State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,8,1,0,0,0,0,0
3302,Craig Robinson,0,0,1983,68,BOS,University of Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,8,1,0,0,0,0,0
3303,Carlos Clark,0,0,1983,91,BOS,University of Mississippi,2,93,689,223,86,65,0.407,0,0.803,7.4,2.4,0.9,0.7,0.6,0.044,-2.8,-0.1,Red Auerbach,12493 days 00:00:00.000000000,132,8,1,0,0,0,0,0
3304,Bob Reitz,0,0,1983,114,BOS,Stonehill College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,8,1,0,0,0,0,0
3305,Paul Atkins,0,0,1983,137,BOS,Houston Baptist University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,8,1,0,0,0,0,0
3306,Ron Jackson,0,0,1983,160,BOS,Providence College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,8,1,0,0,0,0,0
3307,Trent Johnson,0,0,1983,183,BOS,University of Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,8,1,0,0,0,0,0
3308,John Rice,0,0,1983,205,BOS,University of Massachusetts Boston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,8,1,0,0,0,0,0
3309,Andy Kupec,0,0,1983,226,BOS,Bentley College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,8,1,0,0,0,0,0
3310,Michael Young,0,0,1984,24,BOS,University of Houston,3,49,472,223,88,24,0.465,0.296,0.711,9.6,4.6,1.8,0.5,1.1,0.11,-1.4,0.1,Red Auerbach,12493 days 00:00:00.000000000,132,9,1,0,0,0,0,0
3311,Ronnie Williams,0,0,1984,47,BOS,University of Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,9,1,0,0,0,0,0
3312,Rick Carlisle,0,0,1984,70,BOS,University of Virginia,5,188,1461,422,141,201,0.422,0.229,0.775,7.8,2.2,0.8,1.1,0.5,0.015,-5.2,-1.2,Red Auerbach,12493 days 00:00:00.000000000,132,9,1,0,0,0,0,0
3313,Kevin Mullin,0,0,1984,93,BOS,Princeton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,9,1,0,0,0,0,0
3314,Todd Orlando,0,0,1984,116,BOS,Bentley College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,9,1,0,0,0,0,0
3315,Steve Carfino,0,0,1984,139,BOS,University of Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,9,1,0,0,0,0,0
3316,Mark Van Valkenburg,0,0,1984,162,BOS,Framingham State College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,9,1,0,0,0,0,0
3317,Champ Godboldt,0,0,1984,184,BOS,College of the Holy Cross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,9,1,0,0,0,0,0
3318,Joe Dixon,0,0,1984,206,BOS,Merrimack College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,9,1,0,0,0,0,0
3319,Dan Trant,0,0,1984,228,BOS,Clark University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Auerbach,12493 days 00:00:00.000000000,132,9,1,0,0,0,0,0
3320,Kemba Walker,0,0,2011,9,CHA,University of Connecticut,5,364,12269,6307,1400,1946,0.403,0.334,0.823,33.7,17.3,3.8,5.3,24.5,0.096,1.9,11.9,Rich Cho,1935 days 00:00:00.000000000,133,1,1,0,0,0,0,1
3321,Tobias Harris,0,0,2011,19,CHA,University of Tennessee,5,302,8510,3984,1752,466,0.465,0.325,0.801,28.2,13.2,5.8,1.5,18.8,0.106,-0.5,3.3,Rich Cho,1935 days 00:00:00.000000000,133,1,1,0,0,0,0,1
3322,Jeremy Tyler,0,0,2011,39,CHA,0,3,104,1034,373,269,25,0.45,0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-6.6,-1.2,Rich Cho,1935 days 00:00:00.000000000,133,1,0,0,0,0,0,1
3323,Jeff Taylor,0,0,2012,31,CHA,Vanderbilt University,3,132,2566,807,263,107,0.409,0.319,0.665,19.4,6.1,2,0.8,1.3,0.024,-3.9,-1.2,Rich Cho,1935 days 00:00:00.000000000,133,2,1,0,0,0,1,0
3324,Michael Kidd-Gilchrist,0,0,2012,2,CHA,University of Kentucky,4,202,5319,1839,1240,255,0.467,0.24,0.689,26.3,9.1,6.1,1.3,9.6,0.087,-1.4,0.8,Rich Cho,1935 days 00:00:00.000000000,133,2,1,0,0,0,1,0
3325,Cody Zeller,0,0,2013,4,CHA,Indiana University,3,217,4677,1600,1170,263,0.474,0.167,0.752,21.6,7.4,5.4,1.2,12.7,0.131,0.1,2.5,Rich Cho,1935 days 00:00:00.000000000,133,3,1,0,0,1,0,0
3326,Frank Kaminsky,0,0,2015,9,CHA,University of Wisconsin,1,81,1708,606,335,98,0.41,0.337,0.73,21.1,7.5,4.1,1.2,3.3,0.093,-1.2,0.3,Rich Cho,1935 days 00:00:00.000000000,133,4,1,1,0,0,0,0
3327,Juan Pablo Vaulet,0,0,2015,39,CHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rich Cho,1935 days 00:00:00.000000000,133,4,0,1,0,0,0,0
3328,Chauncey Billups,3,5,1997,3,BOS,University of Colorado,17,1043,33008,15802,2992,5636,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.176,2.5,37.6,Rick Pitino,1343 days 00:00:00.000000000,134,1,1,0,0,0,0,0
3329,Ron Mercer,0,0,1997,6,BOS,University of Kentucky,8,432,13418,5892,1342,921,0.429,0.25,0.808,31.1,13.6,3.1,2.1,9.4,0.034,-3.3,-4.3,Rick Pitino,1343 days 00:00:00.000000000,134,1,1,0,0,0,0,0
3330,Ben Pepper,0,0,1997,55,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rick Pitino,1343 days 00:00:00.000000000,134,1,0,0,0,0,0,0
3331,Paul Pierce,4,10,1998,10,BOS,University of Kansas,18,1318,45603,26316,7479,4698,0.445,0.369,0.807,34.6,20,5.7,3.6,149.9,0.158,3.4,61.7,Rick Pitino,1343 days 00:00:00.000000000,134,2,1,0,0,0,0,0
3332,Kris Clack,0,0,1999,55,BOS,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rick Pitino,1343 days 00:00:00.000000000,134,3,1,0,0,0,0,0
3333,Jerome Moiso,0,0,2000,11,BOS,"University of California, Los Angeles",5,145,1392,386,395,38,0.489,0,0.593,9.6,2.7,2.7,0.3,2.1,0.074,-3.8,-0.6,Rick Pitino,1343 days 00:00:00.000000000,134,4,1,0,0,0,0,0
3334,Bonzi Wells,0,0,1998,11,DET,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,0.093,0.4,9.3,Rick Sund,855 days 00:00:00.000000000,135,1,1,0,0,0,0,0
3335,Korleone Young,0,0,1998,40,DET,0,1,3,15,13,4,1,0.5,0.25,1,5,4.3,1.3,0.3,0.1,0.28,6,0,Rick Sund,855 days 00:00:00.000000000,135,1,0,0,0,0,0,0
3336,Melvin Levett,0,0,1999,54,DET,University of Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rick Sund,855 days 00:00:00.000000000,135,2,1,0,0,0,0,0
3337,Vladimir Radmanovic,0,0,2001,12,OKC,0,12,737,16164,5879,2784,998,0.415,0.378,0.758,21.9,8,3.8,1.4,26.5,0.079,-0.1,7.7,Rick Sund,2153 days 00:00:00.000000000,135,3,0,0,0,0,0,0
3338,Earl Watson,0,0,2001,39,OKC,"University of California, Los Angeles",13,878,19494,5593,1985,3871,0.411,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047,-1.8,1,Rick Sund,2153 days 00:00:00.000000000,135,3,1,0,0,0,0,0
3339,Bobby Simmons,0,0,2001,41,OKC,DePaul University,10,466,11513,4189,1791,710,0.437,0.396,0.823,24.7,9,3.8,1.5,20.1,0.084,-0.1,5.4,Rick Sund,2153 days 00:00:00.000000000,135,3,1,0,0,0,0,0
3340,Peter Fehse,0,0,2002,48,OKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rick Sund,2153 days 00:00:00.000000000,135,4,0,0,0,0,0,0
3341,Nick Collison,0,0,2003,12,OKC,University of Kansas,12,875,18400,5295,4650,923,0.532,0.21,0.727,21,6.1,5.3,1.1,44,0.115,0.5,11.4,Rick Sund,2153 days 00:00:00.000000000,135,5,1,0,0,0,0,0
3342,Luke Ridnour,0,0,2003,14,OKC,University of Oregon,12,830,21623,7740,1877,3713,0.431,0.349,0.862,26.1,9.3,2.3,4.5,36,0.08,-0.9,5.8,Rick Sund,2153 days 00:00:00.000000000,135,5,1,0,0,0,0,0
3343,Willie Green,0,0,2003,41,OKC,University of Detroit Mercy,12,731,14783,6059,1303,1018,0.425,0.346,0.765,20.2,8.3,1.8,1.4,12.9,0.042,-3.6,-5.9,Rick Sund,2153 days 00:00:00.000000000,135,5,1,0,0,0,0,0
3344,Robert Swift,0,0,2004,12,OKC,0,4,97,1500,416,376,20,0.506,0,0.61,15.5,4.3,3.9,0.2,1.7,0.054,-4.1,-0.8,Rick Sund,2153 days 00:00:00.000000000,135,6,0,0,0,0,0,0
3345,Andre Emmett,0,0,2004,35,OKC,Texas Tech University,2,14,73,20,8,1,0.462,0,0.615,5.2,1.4,0.6,0.1,0.1,0.04,-6.8,-0.1,Rick Sund,2153 days 00:00:00.000000000,135,6,1,0,0,0,0,0
3346,David Young,0,0,2004,41,OKC,North Carolina Central University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rick Sund,2153 days 00:00:00.000000000,135,6,1,0,0,0,0,0
